Sample,Latitude,Longitude,SiO2,TiO2,Al2O3,Fe2O3,FeO,MnO,MgO,CaO,Na2O,K2O,P2O5,CO2,SO3,S,F ,Cl,LOI,Ba,Co,Cr,Cs,Li,Ni,Rb,Sr,V,Zr
pnk36,14.9013,77.3792,61.96,0.61,13.07,5.08,,0.09,1.17,14.01,0.28,1.98,0.2,,,,,,1.82,186,9,34,1.45,,4,57,310,10,109
pnk62,14.9013,77.3792,61.97,0.57,13.04,7.34,,0.09,1.82,9.72,1.61,2.46,0.16,,,,,,1.42,150,56,118,4.07,,24,15,248,8,120
tn-05/83,10.02472222,77.03888889,61.97,0.61,16.54,4.04,,0.06,2.41,3.85,3.77,3.83,0.42,,,,,,,1469,7,25,0.52,,4,88,417,25,8
amd-14,11.91666667,75.66666667,62,0.85,15.45,5.89,,0.05,1.9,1.43,7.84,4.29,0.29,,,,,,0.32,775,9.98,22.04,0.63,,8.6,38,1613,55,95
sig 133,13.14,76.04,62,1.43,24.41,1.21,,0.05,2.36,0.03,0.8,6.01,0.03,,,,,,1.82,188,13.9,12,0.2,,7.3,81,17,223,241
r45,12.51666667,78.58333333,62.01,0.45,16.77,1.84,1.9,0.1,0.89,3.4,4.57,6.21,0.43,,,,,,0.63,1666.04,8.95,9.96,0.33,,8.2,139.32,888.48,71.32,3.89
sig 56a,13.14,76.04,62.11,1.41,23.42,2.98,,0.03,1.22,0.1,0.56,6.18,0.01,,,,,,1.98,380,6.6,2.4,0.35,,0.7,115,22,61,290
tn-05/96,9.898611111,77.22,62.13,0.63,15.8,6.3,,0.09,2.51,3.55,3.68,2.36,0.22,,,,,,,833,13,69,0.37,,10,101,243,37,106
sw1m,25,72,62.16,0.93,15.79,7.18,0.81,0.04,0.47,0.72,3.79,4.66,,,,,,,,92,0.67,13,,14,15,,5,22,6480
55,25.86666667,73.41666667,62.17,0.76,14.53,8.14,,0.05,1.52,0.56,4.8,2.91,0.16,,0,,,,2.4,513,2.37,3.07,2.35,,2.87,91.9,87,1.02,1914
55,25.825,73.35,62.17,0.76,14.53,8.14,,0.05,1.52,0.56,4.8,2.91,0.16,,0,,,,2.4,513,2.37,3.07,2.35,,2.87,91.9,87,1.02,1914
e2d,20.7519,82.66421667,62.2,0.76,16.1,6.93,,0.04,3.51,1.71,4.05,3.67,0.05,,,,,,1.74,129,22,156,14,,18,202,54,17,1373
e2d,20.7519,82.6642,62.2,0.76,16.1,6.93,,0.04,3.51,1.71,4.05,3.67,0.05,,,,,,1.74,129,22,156,14,,18,202,54,17,1373
mnt-1,11.80777778,76.01213889,62.22064921,1.496612398,11.98301143,8.089796744,,0.111234705,4.095459602,4.863990292,3.97411265,2.821316614,0.343816362,,,,,,1.018686275,530.4687107,13.40752108,53.4061998,0.136457988,,7.975007611,28.07684237,353.6375032,97.0634098,251.5958384
tn-38,12.61319,80.05717,62.26,1.27,10.62,15.46,,0.25,2.21,4.49,2.43,0.47,0.15,,,,,,0.14,,,,,,,,,,
gad 3,16.125,78.75,62.27,0.58,14.7,5.81,,0.08,3.51,5.22,3.05,2.72,0.2,,,,,,1.8,882.97,19.47,185.93,2.04,,35.95,83.66,474.46,104.76,186.66
rp-1,14.84222222,75.36972222,62.3,0.49,16.78,8.57,,0.1,1.52,3.83,3.08,2.96,0.11,,,,,,2.53,,4.24,25.45,,,4.16,81,257,4.94,132
rp-1,14.8423,75.2032,62.3,0.49,16.78,8.57,,0.1,1.52,3.83,3.08,2.96,0.11,,,,,,2.53,,4.24,25.45,,,4.16,81,257,4.94,132
ind 479,13.25,75.83333333,62.37,0.64,15.01,6.42,,0.14,3.51,4.72,3.72,1.99,0.34,,,,,,1.03,422.3,,109.5,,,44.88,139,441.8,,181.2
l-44,21.81611111,80.76833333,62.38,0.56,16.17,4.78,,0.07,2.39,5.44,4.33,2.14,0.2,,,,,,1.765,477.9038003,42.3658193,77.28190852,0.108491215,,77.89669207,17.66598611,613.6986372,37.6826152,152.6471389
af4m,25,72,62.4,1,12.92,8.23,1.53,0.1,0.53,1.84,4.33,5.65,0,,,,,,,85,,,,,97,,29,10,3206
g524,22.05,74.025,62.44,0.8,13.79,6.64,,0.12,1.12,2.15,3.71,5.47,0.27,0.48,,,,,1.49,1251,13,,0,,48,190,254,39,264
ss24,12.51666667,78.58333333,62.45,0.33,17.2,1.56,1.61,0.09,0.72,2.67,5.83,5.46,0.19,,,,,,1.35,1454.26,6.24,13.6,0.51,,8.05,126.07,907.14,60.96,13.19
rp-28,14.84222222,75.36972222,62.5,0.56,16.37,8.69,,0.12,1.74,3.32,3.08,2.92,0.12,,,,,,1.75,,3.8,34.64,,,3.98,80,490,5.43,136
rp-28,14.8423,75.2032,62.5,0.56,16.37,8.69,,0.12,1.74,3.32,3.08,2.92,0.12,,,,,,1.75,,3.8,34.64,,,3.98,80,490,5.43,136
tn-11,12.60147,78.62347,62.53,0.22,18.4,3.41,,0.09,0.77,1.98,5.89,5.8,0.11,,,,,,0.45,,,,,,,,,,
rp-12,14.84222222,75.36972222,62.54,0.57,17.01,9.04,,0.1,1.85,3.18,2.14,3.4,0.11,,,,,,1.94,,4.19,34.71,,,3.94,96,246,5.4,120
rp-12,14.8423,75.2032,62.54,0.57,17.01,9.04,,0.1,1.85,3.18,2.14,3.4,0.11,,,,,,1.94,,4.19,34.71,,,3.94,96,246,5.4,120
tn-06/13,10.08333333,76.45583333,62.55,0.32,10.21,3.22,,0.16,3.03,16.23,1.46,1.1,0.32,,,,,,,80,10,58,0.43,,10,11,190,17,70
rp-13,14.84222222,75.36972222,62.55,0.52,16.12,8.75,,0.1,1.69,3.03,3.48,2.44,0.11,,,,,,1.37,,4.56,32.48,,,3.94,73,254,4.95,125
rp-13,14.8423,75.2032,62.55,0.52,16.12,8.75,,0.1,1.69,3.03,3.48,2.44,0.11,,,,,,1.37,,4.56,32.48,,,3.94,73,254,4.95,125
pry-1,11.83863889,75.83105556,62.55762678,0.851874123,13.0988174,6.464221287,,0.060132291,4.780517138,6.093405492,4.349569052,1.573461616,0.170374825,,,,,,0.396272276,496.3367716,13.50809214,59.39046773,0.184821118,,14.00582914,13.01403304,443.7796154,61.0036366,75.27150271
g535,22.05,74.025,62.63,0.77,13.6,7.04,,0.12,1.14,2.98,3.62,4.43,0.27,1.07,,,,,1.55,871,12,,9,,65,199,199,42,262
tn-06/66,8.766944444,77.40805556,62.66,0.64,18.49,4.38,,0.11,1.29,5.02,4.83,1.11,0.33,,,,,,,233,13,29,0.01,,14,6,224,16,32
sig 56,13.14,76.04,62.66,1.52,21.77,3.13,,0.03,2.43,0.71,0.49,6.07,0.06,,,,,,1.76,403,6.6,7.9,0.43,,1.6,152,27,58,280
pnk46,14.9013,77.3792,62.7,0.59,13.95,4.69,,0.09,1.32,10.89,1.7,2.07,0.17,,,,,,1.96,166,15,20,0.8,,3,56,239,7,86
tkb10,25.485,72.33,62.71,0.42,14.82,5.17,,0.12,0.96,1.56,4.75,6.05,0.39,,,,,,,,,,,,,,,,
kgr33,14.08333333,78.17833333,62.71,0.65,16.63,6.13,,0.1,3.08,6.01,4.18,2.03,0.35,,,,,,0,921,,31,0.91,,14,60,433,100,137
tb10,25.485,72.33,62.71,0.92,14.82,5.17,,0.12,0.96,1.56,4.75,6.05,0.39,,,,,,,,,,,,,,,,
5476,8.269083333,77.33294444,62.73,0.28,18.23,2.71,,0.06,0.34,2.16,4.61,7.51,0.06,,,,,,,1618,5,128,,,5,145,2642,24,417
pnk37,14.9013,77.3792,62.73,0.51,13.98,4.57,,0.01,1.22,11.23,0.76,3.56,0.15,,,,,,1.61,196,10,24,1.38,,3,86,294,8,106
pdm-2,11.82094444,76.07702778,62.74600929,1.899777733,14.96807436,5.36370984,,0.020103051,3.262679329,3.030713275,4.899979794,2.788644171,0.030309153,,,,,,1.288672558,356.3555148,2.14934843,143.1960589,0.270208093,,8.315023987,31.55481378,563.3622213,466.4075599,551.6450311
6667509,15,77.5,62.8,0.5,15.7,,3.61,0.07,4.37,1.08,4.25,3.69,0.188,,0.08,,,,1.73,879,16,25,,,53,97.8,269,75,93
6667509,15.02,77.38,62.8,0.5,15.7,,3.61,0.07,4.37,1.08,4.25,3.69,0.188,0,0.08,,,,1.73,453.7256843,16,25,,,53,0,,75,269
sig 121,13.14,76.04,62.81,1.13,20.07,4.43,,0.05,3.27,0.11,0.57,5.55,0.22,,,,,,1.88,364,11,1.5,0.84,,0.5,253,52,37,604
af1u,25,72,62.83,0.5,13.41,8.6,1.44,0.13,0.54,1.34,5.2,3.95,0,,,,,,,162,,,,,104,,82,12,2518
dd8,11.93286111,76.065,62.87,0.84,15.53,4.67,,0.04,3.31,2.66,3.69,4.04,0.31,,,,,,0.95,2374,5,312,,,8,68,946,78,453
b251,24.76666667,74.33333333,62.9,0.88,18.13,5.12,,0.06,1.62,3.18,6.52,1.59,0.24,,,,,,,1250,30,18,0.9,,7.1,50,204,37,198
af2m,25,72,62.93,0.6,13.95,8.44,0.72,0.11,0.57,1.36,4.72,5.25,0,,,,,,,245,,,,,98,,68,11,1885
pnk45,14.9013,77.3792,62.94,0.53,13.9,4.13,,0.08,1.01,9.5,1.57,3.79,0.16,,,,,,1.81,180,16,25,2.04,,4,96,252,8,132
pnk43,14.9013,77.3792,62.96,0.54,13.96,4.25,,0.07,1.1,11.35,1.01,2.61,0.17,,,,,,1.68,174,6,25,2.04,,3,104,237,8,359
pnk38,14.9013,77.3792,62.97,0.55,13.89,5.61,,0.09,1.38,10.03,1.56,2.55,0.15,,,,,,1.99,241,11,23,1.78,,3,75,250,8,119
r86/673,22.06,74.08,63.03,1.55,13.58,6.32,1.72,0.16,,1.28,5.6,3.49,0.22,,,,,,,,,,,,,,,,
sa09-28,11.22969444,78.47666667,63.06,0.5,15.42,9.62,,0.08,3.44,4.33,1.88,1.55,0.12,,,,,,0.72,369.65,19.42,105.51,0.05,,47.04,30.96,532.21,133.58,17.49
h-41,16.2,76.7,63.07,0.42,17.54,6.57,,0.04,0.78,3.56,3.88,2.17,0.14,,,,,,1.56,284,19,115,2.7,,14,59,576,9.5,142
rp-15,14.84222222,75.36972222,63.08,0.48,16.2,8.28,,0.1,1.67,3.63,3.22,2.76,0.11,,,,,,0.83,,4.03,36.35,,,3.59,79,261,5.15,117
rp-15,14.8423,75.2032,63.08,0.48,16.2,8.28,,0.1,1.67,3.63,3.22,2.76,0.11,,,,,,0.83,,4.03,36.35,,,3.59,79,261,5.15,117
amd-13,11.91666667,75.66666667,63.08,0.79,14.42,3.93,,0.06,6.58,2.74,5.56,2.45,0.38,,,,,,0.24,556,10.61,18.52,1.36,,10.61,51,1484,44,176
g80,16.125,78.75,63.09,0.58,16.32,6.8,,0.1,2.17,6.37,3.83,0.57,0.16,,,,,,,121,16.78,15.86,1.2,,6.24,21,297,178,160
rp-24,14.84222222,75.36972222,63.1,0.58,15.67,8.73,,0.1,2.15,3.19,2.42,2.62,0.11,,,,,,0.71,,5.24,35.82,,,4.09,70,268,5.49,126
rp-24,14.8423,75.2032,63.1,0.58,15.67,8.73,,0.1,2.15,3.19,2.42,2.62,0.11,,,,,,0.71,,5.24,35.82,,,4.09,70,268,5.49,126
amd-3,11.91666667,75.66666667,63.13,0.32,14.51,6.17,,0.09,2.17,1.01,7.62,4.91,0.08,,,,,,0.36,244,1.67,11.61,0.4,,3.6,65,106,15,25
h-34,16.2,76.7,63.13,0.51,16.04,7.67,,0.06,1.05,4.43,4.09,1.62,0.19,,,,,,2.01,275,17,74,3.7,,14,50,634,11.1,100
rp-4,14.84222222,75.36972222,63.15,0.51,16.02,8.97,,0.11,1.74,2.96,3.28,2.36,0.11,,,,,,1.84,,4.39,26.98,,,3.89,73,245,5.22,124
rp-4,14.8423,75.2032,63.15,0.51,16.02,8.97,,0.11,1.74,2.96,3.28,2.36,0.11,,,,,,1.84,,4.39,26.98,,,3.89,73,245,5.22,124
amd-5,11.91666667,75.66666667,63.16,0.28,15.7,5.01,,0.07,2.16,0.85,7.91,4.77,0.08,,,,,,0.25,274,1.44,7.74,0.4,,1.98,64,137,6,17
rjw14-64,25.79166667,73.41666667,63.172,1.207,13.048,8.655,,0.117,1.763,2.407,1.7,4.17,0.266,,,,,,2.088955522,1069.300013,7.848798151,14.72493482,1.978279078,,2.586007688,202.5883913,240.0682206,58.14076791,406.8572489
rjw14-61,25.79166667,73.41666667,63.197,1.185,13.394,8.313,,0.134,1.117,3.868,4.037,3.647,0.263,,,,,,1.650825413,1072.360045,8.854375374,20.81039642,1.42732622,,2.923625584,176.4752713,265.6796024,59.50047609,368.9274528
rp-27,14.84222222,75.36972222,63.24,0.56,16.6,8.39,,0.1,1.62,3.23,2.52,3.34,0.11,,,,,,1.52,,5.22,32.72,,,3.76,87,463,5.43,103
rp-27,14.8423,75.2032,63.24,0.56,16.6,8.39,,0.1,1.62,3.23,2.52,3.34,0.11,,,,,,1.52,,5.22,32.72,,,3.76,87,463,5.43,103
3x2,20.65,74.95,63.24,0.57,13.51,3.98,,0.05,0.67,2.68,2.98,3.75,0.16,,,,,,,1298,8.6,9.8,,,7.8,90.2,284,51.4,122
amd-6,11.91666667,75.66666667,63.25,0.21,16.39,4.5,,0.04,2.14,0.71,7.73,4.96,0.07,,,,,,0.13,283,1.06,9.61,0.76,,2.94,83,127,11,11
l-26,21.87555556,80.76,63.26,0.6,15.42,5.15,,0.07,2.44,4.97,3.96,2.47,0.21,,,,,,1.035,783.5991267,54.29135473,92.70964784,1.279594219,,82.62522673,87.56080443,616.3378823,21.60076908,165.3113865
tn-05/103,9.126388889,77.38638889,63.28,0.53,16.6,4.08,,0.08,1.69,4.15,2.34,4.75,0.37,,,,,,,2425,4,21,0.05,,4,98,730,23,80
ih6,16,76.75,63.29,0.64,15.89,4.52,,0.07,2.48,4.41,6.14,2.46,0.23,,,,,,0.93,,,,,,,,,,
g475,22.05,74.025,63.29,0.79,13.67,6.45,,0.12,1.03,2.71,3.21,4.76,0.26,1.16,,,,,0.79,916,7,,0,,51,191,254,31,273
tn-05/100,9.362222222,77.44361111,63.34,0.99,16.38,5.72,,0.12,0.76,3.57,3.11,3.9,0.55,,,,,,,1371,5,17,0.25,,5,84,216,14,40
h-35,16.2,76.7,63.36,0.31,14.74,5.73,,0.08,0.81,6.06,2.77,1.28,0.11,,,,,,1.86,91,6,33,0.9,,5,14,267,2.3,37
1,22.475,73.56,63.36,0.92,11.31,3.85,2.04,0.12,0.97,3.78,5.2,5.36,0.22,,,,,,,50,10,10,,10,75,,100,50,
r-ka-6,21,71.6,63.37,0.79,13.28,7.08,,0.07,0.6,3.95,3.37,1.7,0.22,,,,,,5.26,774,6,9,,,13,138,316,16,342
ind 177,11.42583333,76.73138889,63.4,0.7,15.6,8.84,,0.11,3.3,3.4,2.9,1.6,0.07,,,,,,0.22,391,27,204,0,,84,38,158,151,116
out020,20.5,74.5,63.43,0.8,11.52,,9.47,0.18,4.68,6.08,0.5,3.2,0.15,,,,,,,87,,120,,,46,117,40,188,80
rp-19,14.84222222,75.36972222,63.48,0.58,16.34,8.94,,0.09,1.93,2.84,2.62,2.83,0.11,,,,,,2.34,,4.31,36.02,,,3.9,80,235,5.59,144
rp-19,14.8423,75.2032,63.48,0.58,16.34,8.94,,0.09,1.93,2.84,2.62,2.83,0.11,,,,,,2.34,,4.31,36.02,,,3.9,80,235,5.59,144
h29,12.51666667,78.58333333,63.57,0.48,18.99,1.4,1.44,0.09,0.23,1.35,6.02,4.8,0.18,,,,,,0.58,1678.19,5.76,5.87,0.95,,4.66,179.76,1173.68,45.07,27.71
rp-5,14.84222222,75.36972222,63.58,0.51,15.92,8.36,,0.12,1.67,3.91,3.3,2.39,0.11,,,,,,0.95,,4,26.91,,,3.82,74,243,5.01,117
rp-5,14.8423,75.2032,63.58,0.51,15.92,8.36,,0.12,1.67,3.91,3.3,2.39,0.11,,,,,,0.95,,4,26.91,,,3.82,74,243,5.01,117
2,22.475,73.56,63.59,0.93,11.73,2.67,3.2,0.17,0.85,3.25,5.38,5.57,0.24,,,,,,,75,10,10,,10,50,,100,50,
2bk-57,25.46141667,78.25775,63.6,0.6,15.19,6.1,,0.1,2.51,4.49,3.02,3.68,0.18,,,,,,1.23,925,30,100,,,30,116,367,111,168
cc9,21.825,71.885,63.61,0.43,11.14,4.38,,0.05,0.52,0.73,3.62,3.04,0.17,,,,,,12.16,1365,,,,,,85.13,80.11,,485
rp-3,14.84222222,75.36972222,63.62,0.55,15.36,9.1,,0.13,2,1.84,4,2.22,0.11,,,,,,2.04,,4.6,28.08,,,4.07,81,250,5.57,115
rp-3,14.8423,75.2032,63.62,0.55,15.36,9.1,,0.13,2,1.84,4,2.22,0.11,,,,,,2.04,,4.6,28.08,,,4.07,81,250,5.57,115
b363,25.16666667,74.7,63.64,0.64,17.65,4.61,,0.06,2.49,1.13,3.52,5.01,0.23,,,,,,,888.47,16.39,93.57,1.81,,51.63,179.62,205.82,80.63,264.83
rp-18,14.84222222,75.36972222,63.65,0.43,15.94,7.44,,0.1,1.62,5.08,2.38,2.97,0.11,,,,,,1.68,,3.7,33.85,,,3.57,84,292,4.73,136
rp-18,14.8423,75.2032,63.65,0.43,15.94,7.44,,0.1,1.62,5.08,2.38,2.97,0.11,,,,,,1.68,,3.7,33.85,,,3.57,84,292,4.73,136
52,25.86666667,73.41666667,63.68,1.32,13.97,8.21,,0.11,1.39,1.45,2.97,4.35,0.24,,0,,,,1.95,339,11.5,17,3.59,,7.23,123,111,88.1,491
52,25.825,73.35,63.68,1.32,13.97,8.21,,0.11,1.39,1.45,2.97,4.35,0.24,,0,,,,1.95,339,11.5,17,3.59,,7.23,123,111,88.1,491
sig 128,13.14,76.04,63.69,1.64,22.82,1.49,,0.05,2.5,0.03,0.76,5.55,0.03,,,,,,1.97,319,7.9,5.5,0.16,,0.9,106,19,108,376
tnt-99/11,11.08388889,77.56361111,63.7,0.87,15.66,5.6,,0.06,2.02,5.99,4.12,0.78,0.24,,,,,,,1138,,,,,,8,397,,47.4
g77,16.125,78.75,63.73,0.68,12.7,6.93,,0.07,3.15,5.48,3.7,1.33,0.22,,,,,,,475,19.75,27.54,4.1,,6.8,50,420,191,150
g477,22.05,74.025,63.74,0.83,13.85,0.38,6.14,0.12,1.06,2.76,3.7,4.44,0.29,,,,,,3.26,931,8,74,0,,40,200,205,45,271
gs-1,21,71.5,63.78,0.57,13.21,5.23,,0.14,0.4,1.72,4.91,3.63,0.09,,,,,,6.29,1411,,,,,19.4,,116,,583
pkd-1,12.72144444,74.99872222,63.8,0.74,15.68,5.8,,0.05,1.94,2.36,5.37,4.12,0.14,,,,,,0.21,199.94,20.23,1.04,0.56,,2.47,33.28,241.74,9.67,28.39
mm5,11.42944444,76.32166667,63.84,0.64,16.35,5.93,,0.08,2.04,5.83,4.51,0.36,0.13,,,,,,0.3,152.14,17.67,227.74,0.03,8.25,35.68,1.91,410.76,97.55,102.16
kgr9,14.12638889,78.155,63.85,0.589,14.6,5.18,,0.076,2.36,4.04,3.67,3.43,0.21,,,,,,1.13,687,,40,1.8,,,115,548,105,196
tn-05/112,9.424444444,77.70166667,63.86,0.36,17.63,3.8,,0.07,1.42,4.69,4.21,1.63,0.17,,,,,,,598,4,26,0.02,,3,17,396,14,15
sig 124,13.14,76.04,63.89,1.04,18.03,6.02,,0.06,3.96,0.02,0.58,4.53,0.17,,,,,,1.95,231,16.5,1.6,0.86,,0.6,196,44,30,541
29,19.03,72.92,63.89,,16.43,0.27,3.94,,,3.49,6.45,4.79,0.74,,,,,,,,,,,,,,,,
m-6,22.01666667,80.71666667,63.9,0.54,15.54,5.05,,0.07,2.34,4.71,4.48,1.94,0.22,,,,,,1.11,,,,,,,,,,
l-40,21.84833333,80.75805556,63.91,0.49,15.51,4.2,,0.06,2.26,4.66,4.19,2.67,0.19,,,,,,1.074,606.2957615,41.16494488,84.35264999,0.638766386,,65.72196372,39.8696686,530.7084058,36.44517103,154.4217738
amd-2,11.91666667,75.66666667,63.94,0.28,15.14,3.48,,0.09,5.4,1.32,5.25,5.05,0.04,,,,,,0.37,244,1.84,32.49,0.56,,6.21,72,151,15,32
sig 123,13.14,76.04,63.95,1.1,17.53,6.38,,0.06,4.03,0.09,0.45,4.53,0.22,,,,,,1.86,158,15.2,1.5,0.69,,0.5,177,24,31,485
bsf15m,25,72,63.98,1,11.57,8.04,2.07,0.23,0.4,1.16,3.71,5.95,,,,,,,,263,,,,,77,,29,12,1827
b269,24.88333333,74.6,64.03,1.14,15.89,7.66,,0.12,1.65,3.2,3.99,2.75,0.31,,,,,,,1886,34,10,2.5,,10,78,233,26,110
13,19.03,72.92,64.05,0.23,15.24,0.73,3.87,,0.44,4.48,5.96,5,,,,,,,,,,,,,,,,,
k5,14.75163889,79.73836111,64.1,1.1,14.8,8.42,,0.23,4,1.65,2.17,3,0.2,,,,,,0.47,360,104.46,52.71,,,54.78,141,43.83,93.25,152
rjw14-60,25.79166667,73.41666667,64.114,1.283,12.35,7.708,,0.129,1.212,7.658,2.259,0.522,0.271,,,,,,2.168048756,506.7263398,10.03493217,26.78738398,0.438260535,,3.36442431,23.36403771,193.0330527,72.17998143,358.9344423
h-45,16.2,76.7,64.12,0.42,16.43,6.51,,0.07,0.83,3.09,4.94,1.52,0.14,,,,,,1.98,423,19,128,2.9,,12,45,832,9.2,128
tn-10,12.59864,78.63207,64.13,0.21,17.52,3.08,,0.08,0.93,2.75,5.04,5.35,0.09,,,,,,0.48,,,,,,,,,,
s4,12.7,76.3,64.14,0.62,15.29,6.62,,0.09,1.92,4.26,4.61,2.17,0.27,,,,,,,207,,39.4,,,12.12,48,365,9.09,220
bsf12m,25,72,64.14,0.93,11.55,7.46,2.16,0.14,0.5,1.31,5.08,4.87,0.11,,,,,,,136,,,,,86,,66,10,2626
25,24.86,72.42,64.2,0.73,16.2,3.8,,0.06,0.48,5.8,2.7,4.9,0.25,,,,,,,,,50,,,,175,346,,622
ss69,12.51666667,78.58333333,64.25,0.27,17.88,1.3,1.33,0.09,0.79,2.2,5.09,4.7,0.11,,,,,,2,1000.42,3.34,8.54,1.54,,6.79,169.53,659.02,30.26,18.55
21,25.485,72.33,64.25,0.5,16.25,3.24,3.42,0.4,2.45,3,4.25,2.2,0.15,,,,,,,,,,,,,,,,
kgr47,14.10305556,78.15555556,64.25,0.59,15.87,4.99,,0.08,2.31,4.92,4.57,2.74,0.31,,,,,,0,811,,24,1.95,,13,59,376,81,137
118-g,21.89388889,80.79861111,64.27,0.55,16.12,4.23,,0.06,1.81,4.91,4.56,1.93,0.18,,,,,,1.03,,,,,,,,,,
1b-23,19.2,72.7833,64.28,0.52,15.95,4.24,,0.09,0.57,1.36,4.9,5.46,0.1,,,,,,,170,6,9,,,7,150,220,7,1200
rp-16,14.84222222,75.36972222,64.28,0.53,15.98,9.02,,0.1,1.86,1.76,4.09,2.11,0.11,,,,,,1.07,,4.65,36.19,,,4.19,74,236,5.41,110
rp-16,14.8423,75.2032,64.28,0.53,15.98,9.02,,0.1,1.86,1.76,4.09,2.11,0.11,,,,,,1.07,,4.65,36.19,,,4.19,74,236,5.41,110
aa6/2,24.92408333,73.40533333,64.28,0.72,16.33,3.37,,0.04,1.29,2.98,4.21,5.48,0.25,,,,,,1.14,4705.36,7,447,,,12.92,104.65,1259.99,46.68,273.49
ind 176,11.49972222,76.90555556,64.3,0.76,13.4,10.2,,0.1,4.3,2.9,2.3,1.5,0.13,,,,,,0.12,398,31,269,0.09,,119,54,178,177,146
170,19.15,72.835,64.31,0.9,13.22,6.52,0.12,,1.21,0.92,4.4,4.45,0.38,,,,,,3.03,,,,,,,,,,
139,20.13,72.95,64.32,1.04,13.84,5.22,,0.07,1.12,2.88,3.87,4.57,0.31,,,,,,,838,4,154,,,42,163,228,86,340
gs-2,21,71.5,64.33,0.59,13.54,5.38,,0.09,0.34,1.36,2.53,7.2,0.09,,,,,,3.73,1626,,,,,19.7,,112,,590
pkb01,25.485,72.33,64.36,0.12,12.62,7.1,,0.02,0.26,0.94,4.05,5.05,0.05,,,,,,,,,,,,,,,,
l-41,21.84861111,80.76611111,64.37,0.57,15.38,4.71,,0.07,2.22,5.04,4.46,1.89,0.21,,,,,,1.116,285.7810883,47.54210281,62.33930284,0.325213187,,70.08344186,7.378274186,531.1137865,19.51279124,182.0380816
6,20.7589,82.6802,64.4,0.79,14.8,6.48,,0.09,1.5,0.85,3.79,4.73,0.23,,,,,,2,520,24,13.7,0.2,,6,167,80,20,565
d6,20.7589,82.68016667,64.4,0.79,14.8,6.48,,0.09,1.5,0.85,3.79,4.73,0.23,,,,,,2,520,24,13.7,0.2,,6,167,80,20,565
mnmd-2,10.96666667,78.4,64.45,0.4,14.37,4.49,,0.08,3.55,6.88,3.49,0.3,0.11,,,,,,,207.7,3.6,34.1,0.5,,5.1,7,363,4.4,4
af5m,25,72,64.45,1,12.12,7.58,1.62,0.12,0.32,1.06,4.05,5.65,0,,,,,,,97,,,,,96,,23,11,3132
my-9,12.08973056,76.80262222,64.46,0.63,15.53,5.78,,0.09,2.47,4.56,4.44,1.45,0.15,,,,,,0.58,256,16.1,38.5,,,32.6,18.1,324,99.7,146
h-46,16.2,76.7,64.48,0.35,16.6,7.59,,0.06,1.68,2.72,4.13,0.9,0.13,,,,,,1.66,338,19,101,1.9,,11,29,879,7.2,122
h-42,16.2,76.7,64.48,0.41,17.13,6.33,,0.09,0.46,3.6,4.28,1.79,0.13,,,,,,2.2,332,14,63,2.8,,15,50,509,9.4,110
rm62,14.275,77.55,64.48,0.76,14.15,,4.9,0.19,2.81,3.54,3.89,1.08,,,,,,,,130,,20,,,86,,137,,133
1b-21,19.5,72.5,64.48,0.76,16.45,4.39,,0.09,0.43,0.71,5.64,4.64,0.15,,,,,,,1500,1,3,,,5,140,180,6,920
z3,25.04333333,79.18333333,64.49,0.53,7.29,2.31,,0.26,3.4,14.52,0.99,0.39,0.11,,,,,,4.9,90.28,129,1957,1.43,,232,17.97,90.36,128.46,74.32
tn-06/52,8.922777778,77.28611111,64.49,0.64,16.14,3.48,,0.08,0.94,2.8,3.37,3.44,0.38,,,,,,,1629,10,45,0.82,,15,81,191,13,31
37b,24.83333333,72.78333333,64.5,0.88,13.18,7.13,,0.09,0.61,2.95,2.77,4.99,0.33,,0,,,,3.23,659,6.86,6.27,1.56,,3.97,170,60.8,21,575
37b,24.84,72.775,64.5,0.88,13.18,7.13,,0.09,0.61,2.95,2.77,4.99,0.33,,0,,,,3.23,659,6.86,6.27,1.56,,3.97,170,60.8,21,575
aa6/5,24.92402778,73.40594444,64.52,0.53,16.8,3.2,,0.03,1,3.03,4.21,4.99,0.25,,,,,,0.55,5946.09,8.46,12.82,,,10.51,177.27,1867.99,48.64,245.27
rjw14-56,25.79166667,73.41666667,64.527,1.125,12.838,8.085,,0.112,1.475,2.851,0.846,4.819,0.25,,,,,,2.390956383,1348.640044,5.667029187,3.852888613,2.314027338,,1.791065305,234.8114955,298.443511,48.39921153,404.3628149
sig 91,13.14,76.04,64.53,1.02,15.18,8.23,,0.04,3.09,0.59,0.86,4.71,0.35,,,,,,1.18,102,11.5,1.8,1.46,,0.5,126,23,10,283
h-40,16.2,76.7,64.56,0.42,16.11,7.77,,0.07,0.2,2.8,4.29,1.67,0.13,,,,,,1.98,286,14,58,3.3,,25,45,433,7.9,107
bas480,19.22,72.77,64.56,0.97,16.76,5.26,,0.13,1.88,0.58,4.87,4.85,0.15,,,,,,,1308,,143,,,,113,228,44,840
ank,12.74636111,75.98588889,64.57,0.67,13.34,13.34,,0.05,4.61,5.57,4.03,2.18,0.12,,,,,,,228.81,11.79,22.57,,,14.95,41.39,352.3,98.76,112.64
